Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Flow Packets Count,Flow Bytes Count,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Fwd Packet Length Rel Std,Fwd Packet Length Median,Fwd Packet Length IQR,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Bwd Packet Length Rel Std,Bwd Packet Length Median,Bwd Packet Length IQR,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Flow IAT Rel Std,Flow IAT Median,Flow IAT IQR,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Fwd IAT Rel Std,Fwd IAT Median,Fwd IAT IQR,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd IAT Rel Std,Bwd IAT Median,Bwd IAT IQR,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,Packet Length Rel Std,Packet Length Median,Packet Length IQR,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Rel Std,Active Median,Active IQR,Active Max,Active Min,Idle Mean,Idle Std,Idle Rel Std,Idle Median,Idle IQR,Idle Max,Idle Min,Label
192.168.0.2-34.117.237.239-55316-443-6,192.168.0.2,55316,34.117.237.239,443,6,27/10/2021 03:23:04 PM,53072000,8,141,5,3,102.0,39.0,39.0,0.0,20.4,19.603571103245446,0.9609593678061494,24.0,39.0,39.0,0.0,13.0,22.516660498395403,1.7320508075688772,0.0,39.0,2.6567681640036174,0.1507386192342478,7581714.285714285,2.002477138238114E7,5.2993608E7,23.0,2.6411930900789113,837.0,45005.0,5.3026122E7,1.32565305E7,2.6491389314306244E7,5.2993608E7,23.0,1.9983652068168398,16245.5,3.97531755E7,5.3039817E7,2.65199085E7,3.750363057684182E7,5.303898E7,837.0,1.4141689281032706,2.65199085E7,5.3038143E7,1,0,0,0,160,96,0.09421163702140488,0.05652698221284293,0.0,39.0,20.0,19.557607215607945,382.5,0.9778803607803972,24.0,39.0,2,0,0,4,8,0,0,0,0.0,22.5,20.4,13.0,0,0,0,0,0,0,5,102,3,39,501,272,2,32,32219.0,0.0,0.0,32219.0,0.0,32219.0,32219.0,5.2993608E7,0.0,0.0,5.2993608E7,0.0,5.2993608E7,5.2993608E7,ManualLabel
31.209.137.18-192.168.0.2-443-43376-6,31.209.137.18,443,192.168.0.2,43376,6,27/10/2021 03:22:28 PM,91677912,8,24,4,4,24.0,0.0,24.0,0.0,6.0,12.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2617860668554493,0.08726202228514977,1.309684457142857E7,2.2231751570346422E7,4.6155336E7,30.0,1.6974891508482977,180546.0,4.5118964E7,9.1677912E7,3.0559304E7,2.6468888033403803E7,4.6335882E7,1063.0,0.8661482615377563,4.5340967E7,4.6334819E7,9.1497336E7,3.0499112E7,2.6384208017960686E7,4.6335996E7,41343.0,0.8650811872149159,4.5119997E7,4.6294653E7,1,0,0,0,116,128,0.04363101114257489,0.04363101114257489,0.0,24.0,5.333333333333334,10.583005244258361,111.99999999999999,1.9843134832984426,0.0,12.0,1,0,1,1,7,0,0,0,1.0,6.0,6.0,0.0,0,0,0,0,0,0,2,12,2,0,126,501,0,20,111016.5,98490.78223113065,0.8871724674361978,111016.5,139287.0,180660.0,41373.0,4.56376665E7,732095.227726899,0.01604146933601215,4.56376665E7,1035339.0,4.6155336E7,4.5119997E7,ManualLabel
31.209.137.18-192.168.0.2-443-43374-6,31.209.137.18,443,192.168.0.2,43374,6,27/10/2021 03:22:33 PM,90588369,8,24,4,4,24.0,0.0,24.0,0.0,6.0,12.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26493467389836767,0.08831155796612256,1.294119557142857E7,2.1968561464250978E7,4.519602E7,20.0,1.6975681530347109,167879.0,4.5003138E7,9.0588369E7,3.0196123E7,2.615085523439356E7,4.541727E7,51.0,0.8660335379609349,4.5171048E7,4.5417219E7,9.0420459E7,3.0140153E7,2.6067104674824495E7,4.519602E7,40454.0,0.8648630507889092,4.5183985E7,4.5155566E7,1,0,0,0,116,128,0.04415577898306128,0.04415577898306128,0.0,24.0,5.333333333333334,10.583005244258361,111.99999999999999,1.9843134832984426,0.0,12.0,1,0,1,1,7,0,0,0,1.0,6.0,6.0,0.0,0,0,0,0,0,0,2,12,2,0,126,501,0,20,110650.5,99229.0017106894,0.8967786111286383,110650.5,140331.0,180816.0,40485.0,4.50995945E7,136366.24985860687,0.0030236690899428566,4.50995945E7,192851.0,4.519602E7,4.5003169E7,ManualLabel
192.168.0.7-224.0.0.113-0-0-0,192.168.0.7,0,224.0.0.113,0,0,27/10/2021 03:22:22 PM,116926009,27,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.23091526197563111,4497154.192307692,3349155.8672570977,1.3744866E7,520540.0,0.7447278265410098,3674452.0,3679066.0,1.16926009E8,4497154.192307692,3349155.8672570977,1.3744866E7,520540.0,0.7447278265410098,3674452.0,3679066.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23091526197563111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6284515.8,4326124.550022595,0.6883783393499615,4949991.0,8273136.0,1.218453E7,2256082.0,7804441.1,2950264.0508302697,0.37802374481758466,6915008.0,3666094.0,1.3744866E7,5290104.0,ManualLabel
192.168.0.2-192.168.0.255-57621-57621-17,192.168.0.2,57621,192.168.0.255,57621,17,27/10/2021 03:22:22 PM,90036483,4,176,4,0,176.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,0.0,0,0,0,0,0,0,0,1.954763159729373,0.04442643544839484,3.0012161E7,18330.925863141772,3.0033322E7,3.0001154E7,6.107832709261347E-4,3.0002007E7,32168.0,9.0036483E7,3.0012161E7,18330.925863141772,3.0033322E7,3.0001154E7,6.107832709261347E-4,3.0002007E7,32168.0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.04442643544839484,0.0,44.0,44.0,44.0,0.0,0.0,0.0,44.0,0.0,0,0,0,0,0,0,0,0,0.0,55.0,44.0,0.0,0,0,0,0,0,0,1,58,0,0,0,0,3,8,0,0,0,0,0,0,0,3.0012161E7,18330.925863141772,6.107832709261347E-4,3.0002007E7,32168.0,3.0033322E7,3.0001154E7,ManualLabel
192.168.0.7-224.0.0.2-0-0-0,192.168.0.7,0,224.0.0.2,0,0,27/10/2021 03:22:22 PM,119999565,10,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.08333363541776172,1.3333285E7,3776900.9681536527,1.604437E7,7998648.0,0.283268599460197,1.599963E7,7500918.5,1.19999565E8,1.3333285E7,3776900.9681536527,1.604437E7,7998648.0,0.283268599460197,1.599963E7,7500918.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333363541776172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333285E7,3776900.9681536527,0.283268599460197,1.599963E7,7500918.5,1.604437E7,7998648.0,ManualLabel
192.168.0.2-35.186.224.47-52736-443-6,192.168.0.2,52736,35.186.224.47,443,6,27/10/2021 03:22:39 PM,93107315,16,264,8,8,140.0,124.0,35.0,0.0,17.5,18.708286933869708,1.0690449676496976,17.5,35.0,31.0,0.0,15.5,16.57019699857031,1.0690449676496974,15.5,31.0,2.8354377956232546,0.17184471488625785,6207154.333333333,1.2773123590059875E7,3.0915239E7,22.0,2.0578066701944753,37460.0,83770.0,9.3107315E7,1.3301045E7,1.6450245351781322E7,3.0915239E7,107071.0,1.2367633785000594,120137.0,3.0765316E7,9.306982E7,1.329568857142857E7,1.6479155758241115E7,3.0942882E7,82544.0,1.2394360525000243,83806.0,3.0816143E7,1,0,0,0,256,256,0.08592235744312893,0.08592235744312893,0.0,35.0,17.58823529411765,17.157574214940073,294.3823529411765,0.9755142530233486,31.0,35.0,0,0,0,8,16,0,0,0,1.0,18.6875,17.5,15.5,0,0,0,0,0,0,2,46,2,41,501,266,3,32,111948.33333333333,7134.688874319141,0.06373197940406267,108637.0,13066.0,120137.0,107071.0,3.088709E7,24395.769243866856,7.898370886952075E-4,3.0873953E7,43161.0,3.0915239E7,3.0872078E7,ManualLabel
192.168.0.1-224.0.0.1-0-0-0,192.168.0.1,0,224.0.0.1,0,0,27/10/2021 03:22:48 PM,90159810,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04436566581052023,3.005327E7,32045.899846938297,3.0089833E7,3.0030059E7,0.0010663032624049994,3.0039918E7,59774.0,9.015981E7,3.005327E7,32045.899846938297,3.0089833E7,3.0030059E7,0.0010663032624049994,3.0039918E7,59774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04436566581052023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.005327E7,32045.899846938297,0.0010663032624049994,3.0039918E7,59774.0,3.0089833E7,3.0030059E7,ManualLabel
192.168.0.7-239.255.255.250-0-0-0,192.168.0.7,0,239.255.255.250,0,0,27/10/2021 03:22:48 PM,90215999,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04433803365631411,3.0071999666666668E7,66253.42980807358,3.0115699E7,2.9995769E7,0.002203160100507458,3.0104531E7,119930.0,9.0215999E7,3.0071999666666668E7,66253.42980807358,3.0115699E7,2.9995769E7,0.002203160100507458,3.0104531E7,119930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04433803365631411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0071999666666668E7,66253.42980807358,0.002203160100507458,3.0104531E7,119930.0,3.0115699E7,2.9995769E7,ManualLabel
192.168.0.2-224.0.0.251-0-0-0,192.168.0.2,0,224.0.0.251,0,0,27/10/2021 03:22:48 PM,90192009,3,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.033262370283824144,4.50960045E7,2.12641172451622E7,6.0132006E7,3.0060003E7,0.4715299610448238,4.50960045E7,3.0072003E7,9.0192009E7,4.50960045E7,2.12641172451622E7,6.0132006E7,3.0060003E7,0.4715299610448238,4.50960045E7,3.0072003E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033262370283824144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50960045E7,2.12641172451622E7,0.4715299610448238,4.50960045E7,3.0072003E7,6.0132006E7,3.0060003E7,ManualLabel
192.168.0.7-239.0.0.250-0-0-0,192.168.0.7,0,239.0.0.250,0,0,27/10/2021 03:22:48 PM,90094050,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.044398048483778894,3.003135E7,70734.10603803514,3.0094938E7,2.9955163E7,0.0023553422020000814,3.0043949E7,139775.0,9.009405E7,3.003135E7,70734.10603803514,3.0094938E7,2.9955163E7,0.0023553422020000814,3.0043949E7,139775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044398048483778894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.003135E7,70734.10603803514,0.0023553422020000814,3.0043949E7,139775.0,3.0094938E7,2.9955163E7,ManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,27/10/2021 03:22:31 PM,96939911,13,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.1341036923378236,8078325.916666666,1.189901353184879E7,4.0931759E7,0.0,1.4729553690449075,3844457.0,1.332843875E7,9.6939911E7,8078325.916666666,1.189901353184879E7,4.0931759E7,0.0,1.4729553690449075,3844457.0,1.332843875E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1341036923378236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,278552.3333333334,480317.473949609,1.7243347711427377,1627.0,832320.0,833175.0,855.0,1.6017375666666668E7,1.2653314395096483E7,0.7899742541113621,1.2712196E7,1.42493125E7,4.0931759E7,6855739.0,ManualLabel
192.168.0.2-104.154.127.224-58128-4070-6,192.168.0.2,58128,104.154.127.224,4070,6,27/10/2021 03:22:49 PM,117464403,8,55,5,3,22.0,33.0,11.0,0.0,4.4,6.024948132556828,1.3693063937629153,0.0,11.0,11.0,11.0,11.0,0.0,0.0,11.0,0.0,0.4682269572340141,0.06810573923403841,1.6780629E7,2.8581287894622564E7,6.0050763E7,32.0,1.7032310227836254,117525.0,5.7151845E7,1.17464403E8,2.936610075E7,3.377868590141148E7,6.0050763E7,117565.0,1.15026118683501,2.86480375E7,5.920183825E7,1.17346823E8,5.86734115E7,2151706.843267572,6.0194898E7,5.7151925E7,0.036672604988506115,5.86734115E7,3042973.0,1,0,0,0,160,96,0.04256608702127401,0.025539652212764406,0.0,11.0,7.333333333333333,5.5,30.25,0.75,11.0,11.0,0,0,0,5,8,0,0,0,0.0,8.25,4.4,11.0,0,0,0,0,0,0,2,11,1,16,501,16,1,32,58798.5,83108.3813131985,1.4134439027049754,58798.5,117533.0,117565.0,32.0,5.8601324E7,2049816.2916324965,0.03497900988777142,5.8601324E7,2898878.0,6.0050763E7,5.7151885E7,ManualLabel
192.168.0.4-224.0.0.251-5353-5353-17,192.168.0.4,5353,224.0.0.251,5353,17,27/10/2021 03:22:26 PM,82027204,11,1209,11,0,1209.0,0.0,149.0,90.0,109.9090909090909,15.234530156552553,0.1386102826485344,110.0,0.0,0,0,0,0,0,0,0,14.73901268169521,0.13410185235620126,8202720.4,1.0687580011307988E7,2.8724482E7,917716.0,1.3029311606559195,3007833.0,1.23979205E7,8.2027204E7,8202720.4,1.0687580011307988E7,2.8724482E7,917716.0,1.3029311606559195,3007833.0,1.23979205E7,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0.13410185235620126,0.0,90.0,149.0,109.91666666666667,14.52557827566339,210.99242424242422,0.13215082585895427,110.0,0.0,0,0,0,0,0,0,0,0,0.0,119.9090909090909,109.9090909090909,0.0,0,0,0,0,0,0,1,134,0,0,0,0,10,8,5602342.0,2005667.3726423332,0.35800516509744196,5602342.0,2836442.0,7020563.0,4184121.0,1.770563E7,1.1849331175760288E7,0.6692408672134393,1.80456115E7,2.154812E7,2.8724482E7,6006815.0,ManualLabel
192.168.0.5-239.255.255.250-47572-1900-17,192.168.0.5,47572,239.255.255.250,1900,17,27/10/2021 03:23:16 PM,60066520,6,750,6,0,750.0,0.0,125.0,125.0,125.0,0.0,0.0,125.0,0.0,0,0,0,0,0,0,0,12.486157013923897,0.09988925611139117,1.2013304E7,2.686155255835315E7,6.006471E7,231.0,2.2359837525424435,544.0,3.0032456E7,6.006652E7,1.2013304E7,2.686155255835315E7,6.006471E7,231.0,2.2359837525424435,544.0,3.0032456E7,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0.09988925611139117,0.0,125.0,125.0,125.0,0.0,0.0,0.0,125.0,0.0,0,0,0,0,0,0,0,0,0.0,145.83333333333334,125.0,0.0,0,0,0,0,0,0,6,750,0,0,0,0,5,8,775.0,0.0,0.0,775.0,0.0,775.0,775.0,6.006471E7,0.0,0.0,6.006471E7,0.0,6.006471E7,6.006471E7,ManualLabel
192.168.0.6-239.255.255.250-0-0-0,192.168.0.6,0,239.255.255.250,0,0,27/10/2021 03:22:48 PM,60003190,3,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04999734180799388,3.0001595E7,278.6000717874997,3.0001792E7,3.0001398E7,9.28617534459417E-6,3.0001595E7,394.0,6.000319E7,3.0001595E7,278.6000717874997,3.0001792E7,3.0001398E7,9.28617534459417E-6,3.0001595E7,394.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04999734180799388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0001595E7,278.6000717874997,9.28617534459417E-6,3.0001595E7,394.0,3.0001792E7,3.0001398E7,ManualLabel
192.168.0.7-239.255.255.250-1370-1900-17,192.168.0.7,1370,239.255.255.250,1900,17,27/10/2021 03:22:43 PM,103500425,6,1614,6,0,1614.0,0.0,269.0,269.0,269.0,0.0,0.0,269.0,0.0,0,0,0,0,0,0,0,15.594138864647173,0.0579707764485025,2.0700085E7,2.8364155981118865E7,5.3283097E7,870.0,1.3702434546099143,1142.0,5.17478015E7,1.03500425E8,2.0700085E7,2.8364155981118865E7,5.3283097E7,870.0,1.3702434546099143,1142.0,5.17478015E7,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0.0579707764485025,0.0,269.0,269.0,269.0,0.0,0.0,0.0,269.0,0.0,0,0,0,0,0,0,0,0,0.0,313.8333333333333,269.0,0.0,0,0,0,0,0,0,3,807,0,0,0,0,5,8,1056.0,121.62236636408618,0.11517269542053615,1056.0,172.0,1142.0,970.0,5.17487215E7,2169934.641872999,0.04193214013747178,5.17487215E7,3068751.0,5.3283097E7,5.0214346E7,ManualLabel
192.168.0.2-35.232.111.17-46194-80-6,192.168.0.2,46194,35.232.111.17,80,6,27/10/2021 03:25:26 PM,233997,9,235,5,4,87.0,148.0,87.0,0.0,17.4,38.907582808496336,2.23606797749979,0.0,43.5,148.0,0.0,37.0,74.0,2.0,0.0,111.0,1004.2863797399111,38.462031564507235,29249.625,53545.8813994063,118832.0,14.0,1.830651893807401,507.0,84985.25,233111.0,58277.75,67204.78745533436,119715.0,101.0,1.1531808873083529,56647.5,117961.75,120896.0,40298.66666666667,68179.90258377709,119026.0,869.0,1.6918649727975388,1001.0,118157.0,0,0,0,0,168,136,21.36779531361513,17.094236250892106,0.0,148.0,23.5,51.58649694122161,2661.1666666666665,2.1951700826051748,0.0,21.75,2,2,0,2,8,0,0,0,0.0,26.11111111111111,17.4,37.0,0,0,0,0,0,0,0,0,0,0,64240,502,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.4-224.0.0.251-0-0-0,192.168.0.4,0,224.0.0.251,0,0,27/10/2021 03:22:26 PM,83479498,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0479159565621729,2.7826499333333332E7,1.54657855547656E7,4.1439869E7,1.1009937E7,0.5557934316315223,3.1029692E7,3.0429932E7,8.3479498E7,2.7826499333333332E7,1.54657855547656E7,4.1439869E7,1.1009937E7,0.5557934316315223,3.1029692E7,3.0429932E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479159565621729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7826499333333332E7,1.54657855547656E7,0.5557934316315223,3.1029692E7,3.0429932E7,4.1439869E7,1.1009937E7,ManualLabel
192.168.0.2-239.255.255.250-0-0-0,192.168.0.2,0,239.255.255.250,0,0,27/10/2021 03:24:19 PM,30075998,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.06649820897048869,3.0075998E7,0.0,3.0075998E7,3.0075998E7,0.0,3.0075998E7,0.0,3.0075998E7,3.0075998E7,0.0,3.0075998E7,3.0075998E7,0.0,3.0075998E7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06649820897048869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0075998E7,0.0,0.0,3.0075998E7,0.0,3.0075998E7,3.0075998E7,ManualLabel
192.168.0.7-224.0.0.113-0-0-0,192.168.0.7,0,224.0.0.113,0,0,27/10/2021 03:24:22 PM,117090703,24,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.20496930486445195,5090900.130434782,3290440.024503912,1.2045173E7,209955.0,0.6463375709990398,3776038.0,5366618.0,1.17090703E8,5090900.130434782,3290440.024503912,1.2045173E7,209955.0,0.6463375709990398,3776038.0,5366618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20496930486445195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4807577.857142857,3918260.6036190526,0.8150176076290679,4259698.0,5044161.0,1.182444E7,209955.0,8343765.8,1833828.2849220582,0.21978424717075093,8406996.0,2147952.5,1.2045173E7,5397334.0,ManualLabel
192.168.0.2-192.168.0.255-57621-57621-17,192.168.0.2,57621,192.168.0.255,57621,17,27/10/2021 03:24:22 PM,94602266,5,220,5,0,220.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,0.0,0,0,0,0,0,0,0,2.3255256908962414,0.05285285661127821,2.36505665E7,1.2730709374257863E7,3.0043589E7,4554525.0,0.538283485694005,3.0002076E7,1.91168175E7,9.4602266E7,2.36505665E7,1.2730709374257863E7,3.0043589E7,4554525.0,0.538283485694005,3.0002076E7,1.91168175E7,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.05285285661127821,0.0,44.0,44.0,44.0,0.0,0.0,0.0,44.0,0.0,0,0,0,0,0,0,0,0,0.0,52.8,44.0,0.0,0,0,0,0,0,0,1,55,0,0,0,0,4,8,4554525.0,0.0,0.0,4554525.0,0.0,4554525.0,4554525.0,3.0015913666666668E7,23967.573455261034,7.984955487754335E-4,3.0002115E7,41552.0,3.0043589E7,3.0002037E7,ManualLabel
192.168.0.7-224.0.0.2-0-0-0,192.168.0.7,0,224.0.0.2,0,0,27/10/2021 03:24:30 PM,119943168,10,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.08337281870026979,1.3327018666666666E7,3531042.848203099,1.6000369E7,8002523.0,0.2649536956855091,1.5000857E7,7000428.5,1.19943168E8,1.3327018666666666E7,3531042.848203099,1.6000369E7,8002523.0,0.2649536956855091,1.5000857E7,7000428.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08337281870026979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3327018666666666E7,3531042.848203099,0.2649536956855091,1.5000857E7,7000428.5,1.6000369E7,8002523.0,ManualLabel
192.168.0.2-35.186.224.47-52736-443-6,192.168.0.2,52736,35.186.224.47,443,6,27/10/2021 03:24:43 PM,93138673,16,264,8,8,140.0,124.0,35.0,0.0,17.5,18.708286933869708,1.0690449676496976,17.5,35.0,31.0,0.0,15.5,16.57019699857031,1.0690449676496974,15.5,31.0,2.834483158247273,0.1717868580755923,6209244.866666666,1.2777929825465394E7,3.0919731E7,26.0,2.057887891337908,37096.0,83211.0,9.3138673E7,1.3305524714285713E7,1.6456700490857463E7,3.0919731E7,106789.0,1.2368321313317643,114481.0,3.0806021E7,9.3106506E7,1.330092942857143E7,1.6487920725784466E7,3.0956863E7,77135.0,1.239606661649308,83249.0,3.085618E7,1,0,0,0,256,256,0.08589342903779615,0.08589342903779615,0.0,35.0,17.58823529411765,17.157574214940073,294.3823529411765,0.9755142530233486,31.0,35.0,0,0,0,8,16,0,0,0,1.0,18.6875,17.5,15.5,0,0,0,0,0,0,2,46,2,41,501,266,3,32,109669.33333333333,4193.954259804622,0.03824181411823988,107738.0,7692.0,114481.0,106789.0,3.0898466333333332E7,31800.08115293628,0.0010291799214199276,3.0913759E7,57822.0,3.0919731E7,3.0861909E7,ManualLabel
192.168.0.7-192.168.0.2-1900-45155-17,192.168.0.7,1900,192.168.0.2,45155,17,27/10/2021 03:22:49 PM,119999920,2,564,2,0,564.0,0.0,282.0,282.0,282.0,0.0,0.0,282.0,0.0,0,0,0,0,0,0,0,4.700003133335422,0.016666677777785185,1.1999992E8,0.0,1.1999992E8,1.1999992E8,0.0,1.1999992E8,0.0,1.1999992E8,1.1999992E8,0.0,1.1999992E8,1.1999992E8,0.0,1.1999992E8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.016666677777785185,0.0,282.0,282.0,282.0,0.0,0.0,0.0,282.0,0.0,0,0,0,0,0,0,0,0,0.0,423.0,282.0,0.0,0,0,0,0,0,0,2,564,0,0,0,0,1,8,0,0,0,0,0,0,0,1.1999992E8,0.0,0.0,1.1999992E8,0.0,1.1999992E8,1.1999992E8,ManualLabel
