Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Flow Packets Count,Flow Bytes Count,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Fwd Packet Length Rel Std,Fwd Packet Length Median,Fwd Packet Length IQR,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Bwd Packet Length Rel Std,Bwd Packet Length Median,Bwd Packet Length IQR,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Flow IAT Rel Std,Flow IAT Median,Flow IAT IQR,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Fwd IAT Rel Std,Fwd IAT Median,Fwd IAT IQR,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd IAT Rel Std,Bwd IAT Median,Bwd IAT IQR,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,Packet Length Rel Std,Packet Length Median,Packet Length IQR,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Rel Std,Active Median,Active IQR,Active Max,Active Min,Idle Mean,Idle Std,Idle Rel Std,Idle Median,Idle IQR,Idle Max,Idle Min,Label
104.112.253.188-192.168.0.2-443-34676-6,104.112.253.188,443,192.168.0.2,34676,6,27/10/2021 03:33:55 PM,43,3,31,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,1.414213562373095,15.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720930.2325581395,69767.44186046511,21.5,28.991378028648448,42.0,1.0,1.3484361873789976,21.5,41.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,20,46511.62790697674,23255.81395348837,0.0,31.0,7.75,15.5,240.25,2.0,0.0,23.25,0,0,1,1,2,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,0,0,0,0,505,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-104.112.253.188-34676-443-6,192.168.0.2,34676,104.112.253.188,443,6,27/10/2021 03:33:55 PM,164,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12195.121951219511,164.0,0.0,164.0,164.0,0.0,164.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,6097.560975609756,6097.560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,505,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-54.161.99.218-38124-443-6,192.168.0.2,38124,54.161.99.218,443,6,27/10/2021 03:31:06 PM,118650404,30,7440,17,13,1395.0,6045.0,517.0,0.0,82.05882352941177,158.84798967418322,1.9357819530187201,0.0,86.0,5250.0,0.0,465.0,1441.0649996906222,3.0990645154637035,38.0,163.5,62.70522264719807,0.2528436397064438,4091393.2413793104,1.5216980414465602E7,5.9182119E7,1.0,3.719266156223981,921.0,80758.5,1.18650404E8,7415650.25,2.017350523210629E7,5.9312195E7,13.0,2.720395993878796,11586.0,85610.0,1.18554006E8,9879500.5,2.299733481833982E7,5.9267837E7,1.0,2.3277831524316257,3910.0,123289.25,0,0,0,0,552,424,0.14327806250031816,0.10956557720612566,0.0,5250.0,240.0,939.211371311059,882118.0,3.913380713796079,0.0,69.0,0,2,0,15,29,0,0,0,0.0,248.0,82.05882352941177,465.0,0,0,0,7256,11,37550,8,697,6,3022,64240,118,7,32,254505.0,237371.50380363688,0.9326791371628725,254505.0,335694.0,422352.0,86658.0,5.9029343E7,216057.89120511196,0.0036601778069105723,5.9029343E7,305552.0,5.9182119E7,5.8876567E7,ManualLabel
192.168.0.2-54.161.99.218-38124-443-6,192.168.0.2,38124,54.161.99.218,443,6,27/10/2021 03:33:57 PM,77792,5,77,3,2,77.0,0.0,46.0,0.0,25.666666666666668,23.459184413217212,0.9139941979175537,31.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.8190045248869,64.27396133278486,19448.0,38673.589515326865,77458.0,1.0,1.9885638376864905,166.5,58164.5,333.0,166.5,202.93964620053913,310.0,23.0,1.2188567339371719,166.5,287.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,96,64,38.56437679967092,25.709584533113944,0.0,46.0,20.5,23.11493023999856,534.3,1.1275575726828566,15.5,46.0,2,0,0,2,5,0,0,0,0.0,24.6,25.666666666666668,0.0,0,0,0,0,0,0,0,0,0,0,501,118,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-181.49.20.19-60182-443-6,192.168.0.2,60182,181.49.20.19,443,6,27/10/2021 03:33:44 PM,20185497,23,7128,12,11,1159.0,5969.0,517.0,0.0,96.58333333333334,163.6512135517781,1.6944042818130605,0.0,164.25,4096.0,0.0,542.6363636363637,1253.528242420351,2.3100704752259773,31.0,261.0,353.12482026080403,1.1394319396743116,917522.5909090907,4253369.203797829,1.9960579E7,1.0,4.635710603685025,434.0,31916.5,151228.0,13748.0,16262.481569551432,37884.0,24.0,1.1828979902205,4567.0,32471.0,2.015266E7,2015266.0,6305392.323416469,1.9960579E7,1.0,3.1288139250185676,16714.0,53197.75,0,0,0,0,392,360,0.594486229395293,0.5449457102790186,0.0,4096.0,297.0,865.8207968014589,749645.6521739131,2.91522153805205,0.0,164.25,1,2,0,10,22,0,0,0,0.0,309.9130434782609,96.58333333333333,542.6363636363636,0,0,0,7097,10,62386,12,1159,11,5969,64240,252,5,32,224917.0,0.0,0.0,224917.0,0.0,224917.0,224917.0,1.9960579E7,0.0,0.0,1.9960579E7,0.0,1.9960579E7,1.9960579E7,ManualLabel
192.168.0.2-181.49.20.19-60182-443-6,192.168.0.2,60182,181.49.20.19,443,6,27/10/2021 03:34:04 PM,35817,5,77,4,1,77.0,0.0,46.0,0.0,19.25,23.05609102457165,1.1977190142634624,15.5,42.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149.81712594578,139.59851467180388,8954.25,17716.000157578834,35528.0,14.0,1.9785018463387591,137.5,26666.25,289.0,96.33333333333333,94.16120928138791,199.0,14.0,0.9774519994607742,76.0,185.0,0,0,0,0,0,0,0,0,0,0,0,0,128,20,111.67881173744311,27.919702934360778,0.0,46.0,12.833333333333332,20.439341150503523,417.7666666666667,1.5926759338054695,0.0,34.75,1,0,1,2,4,0,0,0,0.0,15.4,19.25,0.0,0,0,0,0,0,0,0,0,0,0,501,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
181.49.20.19-192.168.0.2-443-60182-6,181.49.20.19,443,192.168.0.2,60182,6,27/10/2021 03:34:04 PM,1000,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,1000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-23.7.4.15-47706-443-6,192.168.0.2,47706,23.7.4.15,443,6,27/10/2021 03:33:43 PM,21432892,446,473571,173,273,3512.0,470059.0,517.0,0.0,20.300578034682083,59.27234981972889,2.9197370497759385,0.0,0.0,7240.0,0.0,1721.8278388278395,913.6233353674994,0.5306124774875648,1448.0,8.0,22095.524952955486,20.809137656271492,48163.802247190884,947614.2431826955,1.999053E7,0.0,19.674822147953744,169.0,430.0,2.1432439E7,124607.20348837196,1523834.379624022,1.9990763E7,5.0,12.229103430334366,785.5,1930.75,2.1403615E7,78689.7610294121,1212032.5240495352,1.9990549E7,0.0,15.402671303023913,288.0,538.25,0,0,0,0,5544,8744,8.071705862186027,12.737431794085465,0.0,7240.0,1059.4429530201342,1095.6039842699583,1200348.0903482072,1.0341321173988092,1448.0,1448.0,2,2,0,153,445,0,0,0,1.0,1061.8183856502242,20.30057803468208,1721.8278388278388,0,0,0,473463,289,336417,173,3512,273,470059,64240,501,28,32,1441332.0,0.0,0.0,1441332.0,0.0,1441332.0,1441332.0,1.999053E7,0.0,0.0,1.999053E7,0.0,1.999053E7,1.999053E7,ManualLabel
192.168.0.2-23.7.4.15-47706-443-6,192.168.0.2,47706,23.7.4.15,443,6,27/10/2021 03:34:05 PM,28294,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6863646002686,28294.0,0.0,28294.0,28294.0,0.0,28294.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,35.3431823001343,35.3431823001343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5145,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
23.7.4.15-192.168.0.2-443-47706-6,23.7.4.15,443,192.168.0.2,47706,6,27/10/2021 03:34:05 PM,980,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2040.8163265306123,980.0,0.0,980.0,980.0,0.0,980.0,0.0,980.0,980.0,0.0,980.0,980.0,0.0,980.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2040.8163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-104.154.127.224-58128-4070-6,192.168.0.2,58128,104.154.127.224,4070,6,27/10/2021 03:31:47 PM,60196383,5,33,4,1,22.0,11.0,11.0,0.0,5.5,6.3508529610858835,1.1547005383792515,5.5,11.0,11.0,11.0,11.0,0.0,0.0,11.0,0.0,0.5482056953488386,0.08306146899224826,1.504909575E7,3.0019338579070374E7,6.0078026E7,30.0,1.9947602884426046,59163.5,4.508805425E7,6.0196383E7,2.0065461E7,3.46519482094036E7,6.0078026E7,49.0,1.7269450330298215,118308.0,6.0077977E7,0,0,0,0,0,0,0,0,1,0,0,0,128,32,0.0664491751937986,0.01661229379844965,0.0,11.0,7.333333333333333,5.680375574437544,32.266666666666666,0.7745966692414834,11.0,11.0,0,0,0,3,5,0,0,0,0.0,8.8,5.5,11.0,0,0,0,0,0,0,4,22,1,11,16,16,1,32,49.0,0.0,0.0,49.0,0.0,49.0,49.0,6.0078026E7,0.0,0.0,6.0078026E7,0.0,6.0078026E7,6.0078026E7,ManualLabel
192.168.0.2-104.112.253.188-34678-443-6,192.168.0.2,34678,104.112.253.188,443,6,27/10/2021 03:33:55 PM,20671194,64,29065,33,31,1937.0,27128.0,517.0,0.0,58.696969696969695,122.72262547317953,2.0907829843133325,0.0,42.0,2896.0,0.0,875.0967741935484,1006.9158970122152,1.1506337661227761,369.0,1448.0,1406.0629492423127,3.096095948787477,328114.1904761906,2498132.6207640665,1.9840324E7,1.0,7.613607375952068,154.0,6343.0,2.0670625E7,645957.03125,3502904.4082783875,1.9840366E7,8.0,5.422813343326987,3603.5,47357.0,2.0601811E7,686727.0333333331,3617828.1586485533,1.9840333E7,1.0,5.268218641528972,1129.5,58524.25,0,0,0,0,1064,1000,1.596424473593543,1.4996714751939342,0.0,2896.0,447.15384615384613,807.727623312177,652423.913461538,1.8063752112606746,0.0,452.5,2,2,0,26,63,0,0,0,0.0,454.140625,58.696969696969695,875.0967741935484,0,0,0,28957,28,38265,33,1937,31,27128,64240,501,10,32,829880.0,0.0,0.0,829880.0,0.0,829880.0,829880.0,1.9840324E7,0.0,0.0,1.9840324E7,0.0,1.9840324E7,1.9840324E7,ManualLabel
192.168.0.2-104.112.253.188-34678-443-6,192.168.0.2,34678,104.112.253.188,443,6,27/10/2021 03:34:15 PM,66167,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.226547977088273,66167.0,0.0,66167.0,66167.0,0.0,66167.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,15.113273988544137,15.113273988544137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
104.112.253.188-192.168.0.2-443-34678-6,104.112.253.188,443,192.168.0.2,34678,6,27/10/2021 03:34:15 PM,956,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2092.050209205021,956.0,0.0,956.0,956.0,0.0,956.0,0.0,956.0,956.0,0.0,956.0,956.0,0.0,956.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2092.050209205021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-23.67.28.183-42972-443-6,192.168.0.2,42972,23.67.28.183,443,6,27/10/2021 03:33:39 PM,36314165,518,526432,225,293,6011.0,520421.0,517.0,0.0,26.715555555555582,58.74870042466725,2.199044684004345,0.0,0.0,7240.0,0.0,1776.180887372013,1065.0422002909463,0.5996248511978712,1448.0,424.5,14496.60208351204,14.264406189705861,70240.16441005771,1002611.6521281998,2.0006219E7,0.0,14.274050474526446,180.0,790.5,1.6307946E7,72803.33035714293,733015.4705591773,1.0722199E7,6.0,10.068433229129871,1008.0,4157.0,3.627976E7,124245.75342465685,1333869.9574299124,2.0006253E7,0.0,10.735738813309034,326.5,1011.75,0,0,0,0,7208,9384,6.195929329505442,8.06847686020042,0.0,7240.0,1014.3198458574177,1181.0481070184485,1394874.6310918604,1.164374444453557,1179.0,1448.0,1,2,0,195,517,0,0,0,1.0,1016.2779922779923,26.715555555555557,1776.1808873720136,0,0,0,175467,109,159771,75,2003,97,173473,64240,501,50,32,2792873.5,1695559.3297919421,0.6071020867189088,2792873.5,2397883.0,3991815.0,1593932.0,1.5364209E7,6564793.498671531,0.42727832579415775,1.5364209E7,9284020.0,2.0006219E7,1.0722199E7,ManualLabel
192.168.0.2-23.67.28.183-42972-443-6,192.168.0.2,42972,23.67.28.183,443,6,27/10/2021 03:34:16 PM,29128,5,77,4,1,77.0,0.0,46.0,0.0,19.25,23.05609102457165,1.1977190142634624,15.5,42.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2643.5045317220543,171.65613842351001,7282.0,14226.427309764036,28621.0,32.0,1.953642860445487,237.5,21474.0,507.0,169.0,135.04443713089407,302.0,32.0,0.7990795096502608,173.0,270.0,0,0,0,0,0,0,0,0,0,0,0,0,128,20,137.324910738808,34.331227684702,0.0,46.0,12.833333333333332,20.439341150503523,417.7666666666667,1.5926759338054695,0.0,34.75,1,0,1,2,4,0,0,0,0.0,15.4,19.25,0.0,0,0,0,0,0,0,0,0,0,0,4576,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.6-239.255.255.250-0-0-0,192.168.0.6,0,239.255.255.250,0,0,27/10/2021 03:31:49 PM,60200874,3,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.049833163551745115,3.0100437E7,141591.0618647943,3.0200557E7,3.0000317E7,0.00470395369558237,3.0100437E7,200240.0,6.0200874E7,3.0100437E7,141591.0618647943,3.0200557E7,3.0000317E7,0.00470395369558237,3.0100437E7,200240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049833163551745115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0100437E7,141591.0618647943,0.00470395369558237,3.0100437E7,200240.0,3.0200557E7,3.0000317E7,ManualLabel
192.168.0.7-224.0.0.113-0-0-0,192.168.0.7,0,224.0.0.113,0,0,27/10/2021 03:32:30 PM,115816322,22,0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.18995595456744,5515062.952380952,4108339.4542133873,1.5800478E7,204614.0,0.7449306544070803,6007289.0,6352329.0,1.15816322E8,5515062.952380952,4108339.4542133873,1.5800478E7,204614.0,0.7449306544070803,6007289.0,6352329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18995595456744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1777816.0,1552494.1136128344,0.8732591638351969,1334997.0,2367601.5,4354915.0,204614.0,8442639.0,2825531.224121581,0.33467393597210315,7983832.0,2049525.5,1.5800478E7,5989051.0,ManualLabel
192.168.0.2-23.32.198.67-54484-443-6,192.168.0.2,54484,23.32.198.67,443,6,27/10/2021 03:33:39 PM,52709386,1648,1902603,653,995,9411.0,1893192.0,1175.0,0.0,14.41194486983153,67.93810547932291,4.714013694399949,0.0,0.0,8688.0,0.0,1902.7055276381893,1076.4572532282707,0.5657508414160477,1448.0,1448.0,36096.09491561901,31.26577873625771,32003.270188221697,700374.473185783,2.0003696E7,0.0,21.884465839479894,33.0,220.0,3.2705689E7,50162.099693251934,791090.0572335041,1.7853354E7,5.0,15.770672720462809,254.0,459.5,5.267962E7,52997.60563380291,902907.7979081557,2.0003739E7,0.0,17.036765852158865,153.0,320.0,0,0,0,0,20988,31848,12.388685385179786,18.877093351077928,0.0,8688.0,1153.791995148571,1246.8239801237416,1554570.0374116085,1.0806315049561348,1448.0,1448.0,1,2,0,266,1647,0,0,0,1.0,1154.4921116504854,14.411944869831547,1902.705527638191,0,0,0,475268,250,577307,130,1882,199,378638,64240,501,58,32,1838973.6666666667,1599559.0709649748,0.8698107536604066,2342423.0,3077982.0,3126240.0,48258.0,1.5730821333333334E7,5641978.278820411,0.3586575779654403,1.7853354E7,1.0668282E7,2.0003696E7,9335414.0,ManualLabel
192.168.0.2-23.32.198.67-54484-443-6,192.168.0.2,54484,23.32.198.67,443,6,27/10/2021 03:34:31 PM,31836,5,77,4,1,77.0,0.0,46.0,0.0,19.25,23.05609102457165,1.1977190142634624,15.5,42.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2418.645558487247,157.05490639527576,7959.0,15618.316447897534,31386.0,17.0,1.9623465822210748,216.5,23546.5,450.0,150.0,121.76616935750258,256.0,17.0,0.8117744623833505,177.0,239.0,0,0,0,0,0,0,0,0,0,0,0,0,128,20,125.64392511622061,31.410981279055154,0.0,46.0,12.833333333333332,20.439341150503523,417.7666666666667,1.5926759338054695,0.0,34.75,1,0,1,2,4,0,0,0,0.0,15.4,19.25,0.0,0,0,0,0,0,0,0,0,0,0,8378,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
23.32.198.67-192.168.0.2-443-54484-6,23.32.198.67,443,192.168.0.2,54484,6,27/10/2021 03:34:32 PM,968,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2066.115702479339,968.0,0.0,968.0,968.0,0.0,968.0,0.0,968.0,968.0,0.0,968.0,968.0,0.0,968.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2066.115702479339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-35.186.227.140-48394-443-6,192.168.0.2,48394,35.186.227.140,443,6,27/10/2021 03:31:41 PM,119118512,102,33013,48,54,26100.0,6913.0,1418.0,0.0,543.75,608.7012508332454,1.1194505762450488,117.0,1418.0,3565.0,0.0,128.01851851851842,495.27756619407086,3.8687962642094385,0.0,39.0,277.1441604307482,0.8562900785731776,1179391.2079207934,8175145.8944167625,5.8667037E7,0.0,6.931665964196162,131.0,8564.0,1.19118512E8,2534436.4255319163,1.1910672304713808E7,5.8698982E7,2.0,4.699534849138718,187.0,33899.0,1.19090277E8,2246986.358490565,1.1236988408430392E7,5.8687653E7,0.0,5.000915277464768,715.0,33768.5,0,0,0,0,1556,1736,0.402960036975613,0.4533300415975646,0.0,3565.0,320.514563106796,585.0332798322906,342263.93851132726,1.8252939091486977,31.0,517.0,0,2,0,49,101,0,0,0,1.0,323.65686274509807,543.75,128.0185185185185,0,0,0,32857,52,15245,24,13050,27,3456,64240,489,33,32,1139924.0,1526165.536397674,1.3388309539913836,1139924.0,2158324.0,2219086.0,60762.0,5.8407723E7,366725.3757132168,0.006278713787784824,5.8407723E7,518628.0,5.8667037E7,5.8148409E7,ManualLabel
192.168.0.2-35.186.227.140-48394-443-6,192.168.0.2,48394,35.186.227.140,443,6,27/10/2021 03:34:33 PM,39220,6,63,3,3,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.9367769320431429,24.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.323304436512,152.9831718510964,7844.0,14708.260638158408,34013.0,21.0,1.8750969706984202,977.0,18767.5,354.0,177.0,220.61731573020282,333.0,21.0,1.2464255126000159,177.0,312.0,4853.0,2426.5,2049.9025586598013,3876.0,977.0,0.8447980872284365,2426.5,2899.0,1,0,0,0,96,96,76.4915859255482,76.4915859255482,0.0,39.0,14.571428571428573,18.849024226354906,355.2857142857142,1.2935604861223955,0.0,39.0,2,0,0,2,6,0,0,0,1.0,17.0,21.0,0.0,0,0,0,0,0,0,0,0,0,0,501,489,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-34.210.55.11-35244-443-6,192.168.0.2,35244,34.210.55.11,443,6,27/10/2021 03:33:35 PM,61237496,33,11416,18,15,1070.0,10346.0,517.0,0.0,59.444444444444436,148.98409793635193,2.5062745447236776,0.0,7.75,5792.0,0.0,689.7333333333332,1604.5586160626708,2.326346340705593,0.0,766.0,186.42173089507122,0.5388855220337553,1913671.75,3943890.1988732703,1.0129874E7,5.0,2.0609021368859475,5969.5,146888.25,6.1093966E7,3593762.7058823532,4961114.7968483195,1.0284009E7,23.0,1.3804792366306915,139426.0,1.01197835E7,6.1098115E7,4364151.071428572,5165359.61133056,1.0263094E7,104.0,1.1835886354043466,149813.0,1.02326995E7,0,0,0,0,584,488,0.2939375574729574,0.24494796456079784,0.0,5792.0,335.76470588235287,1098.0471662559114,1205707.579322637,3.270287636010949,0.0,36.0,2,2,0,8,32,0,0,0,0.0,345.93939393939394,59.44444444444444,689.7333333333333,0,0,0,11354,8,37273,3,178,2,1724,64240,123,4,32,191486.0,125899.24761331976,0.6574853911686481,139260.0,93016.5,448001.0,133220.0,9990801.0,242491.7306862236,0.02427150042186043,1.01012015E7,235370.25,1.0129874E7,9504281.0,ManualLabel
192.168.0.2-192.168.0.255-57621-57621-17,192.168.0.2,57621,192.168.0.255,57621,17,27/10/2021 03:32:36 PM,92397785,4,176,4,0,176.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,0.0,0,0,0,0,0,0,0,1.9048075665450206,0.04329108105784138,3.0799261666666668E7,1345087.8884706134,3.2352251E7,3.0002042E7,0.04367273160727652,3.0043492E7,2350209.0,9.2397785E7,3.0799261666666668E7,1345087.8884706134,3.2352251E7,3.0002042E7,0.04367273160727652,3.0043492E7,2350209.0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.04329108105784138,0.0,44.0,44.0,44.0,0.0,0.0,0.0,44.0,0.0,0,0,0,0,0,0,0,0,0.0,55.0,44.0,0.0,0,0,0,0,0,0,1,58,0,0,0,0,3,8,0,0,0,0,0,0,0,3.0799261666666668E7,1345087.8884706134,0.04367273160727652,3.0043492E7,2350209.0,3.2352251E7,3.0002042E7,ManualLabel
192.168.0.2-224.0.0.251-5353-5353-17,192.168.0.2,5353,224.0.0.251,5353,17,27/10/2021 03:30:45 PM,119999657,2,90,2,0,90.0,0.0,45.0,45.0,45.0,0.0,0.0,45.0,0.0,0,0,0,0,0,0,0,0.7500021437561276,0.016666714305691725,1.19999657E8,0.0,1.19999657E8,1.19999657E8,0.0,1.19999657E8,0.0,1.19999657E8,1.19999657E8,0.0,1.19999657E8,1.19999657E8,0.0,1.19999657E8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.016666714305691725,0.0,45.0,45.0,45.0,0.0,0.0,0.0,45.0,0.0,0,0,0,0,0,0,0,0,0.0,67.5,45.0,0.0,0,0,0,0,0,0,2,90,0,0,0,0,1,8,0,0,0,0,0,0,0,1.19999657E8,0.0,0.0,1.19999657E8,0.0,1.19999657E8,1.19999657E8,ManualLabel
192.168.0.7-192.168.0.2-1900-45155-17,192.168.0.7,1900,192.168.0.2,45155,17,27/10/2021 03:30:49 PM,119999280,2,564,2,0,564.0,0.0,282.0,282.0,282.0,0.0,0.0,282.0,0.0,0,0,0,0,0,0,0,4.700028200169201,0.016666766667266672,1.1999928E8,0.0,1.1999928E8,1.1999928E8,0.0,1.1999928E8,0.0,1.1999928E8,1.1999928E8,0.0,1.1999928E8,1.1999928E8,0.0,1.1999928E8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.016666766667266672,0.0,282.0,282.0,282.0,0.0,0.0,0.0,282.0,0.0,0,0,0,0,0,0,0,0,0.0,423.0,282.0,0.0,0,0,0,0,0,0,2,564,0,0,0,0,1,8,0,0,0,0,0,0,0,1.1999928E8,0.0,0.0,1.1999928E8,0.0,1.1999928E8,1.1999928E8,ManualLabel
