Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.19-35.232.111.17-52588-80-6,192.168.0.19,52588,35.232.111.17,80,6,21/10/2021 01:15:05 PM,213407,5,4,87.0,148.0,87.0,0.0,17.4,38.90758280849634,148.0,0.0,37.0,74.0,1101.1822480049857,42.17293715763775,26675.875,48736.80114491805,106006.0,17.0,212435.0,53108.75,61216.66816249204,106910.0,67.0,108142.0,36047.33333333333,60753.18421558934,106199.0,887.0,0,0,0,0,168,136,23.429409532020973,18.743527625616778,0.0,148.0,23.5,51.58649694122161,2661.1666666666665,2,2,0,2,8,0,0,0,0.0,26.11111111111111,17.4,37.0,0,0,0,0,0,0,0,0,0,0,64240,502,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.19-64.76.48.107-51534-443-6,192.168.0.19,51534,64.76.48.107,443,6,21/10/2021 01:12:35 PM,110296105,363,542,8676.0,830063.0,1448.0,0.0,23.900826446280995,125.92340070304236,7240.0,0.0,1531.4815498154983,900.0551629382442,7604.429911645566,8.205185486831109,122008.9657079646,1416533.5722170437,2.5842686E7,0.0,1.10296105E8,304685.3729281768,2228075.990229884,2.5842686E7,4.0,1.10256738E8,203801.7338262477,1832399.8718329822,2.5879677E7,0.0,1,0,0,0,11616,17344,3.2911406980328093,4.914044788798299,0.0,7240.0,925.9392935982343,1018.4443904412052,1037228.976421158,0,0,0,330,905,0,0,0,1.0,926.9624309392265,23.90082644628099,1531.481549815498,0,0,0,93103,59,225156,33,788,49,75460,65535,16425,29,32,1084227.142857143,661677.6407630906,1827047.0,263306.0,1.446372942857143E7,7677090.315343153,2.5842686E7,5538056.0,NeedManualLabel
192.168.0.8-224.0.0.251-5353-5353-17,192.168.0.8,5353,224.0.0.251,5353,17,21/10/2021 01:12:11 PM,117597435,7,0,835.0,0.0,168.0,90.0,119.28571428571429,36.021818784889646,0,0,0,0,7.100495006544998,0.05952510783929938,1.95995725E7,2.984002683436771E7,7.714074E7,1088469.0,1.17597435E8,1.95995725E7,2.984002683436771E7,7.714074E7,1088469.0,0,0,0,0,0,0,0,0,0,56,0,0.05952510783929938,0.0,90.0,168.0,125.375,37.534507932225324,1408.8392857142858,0,0,0,0,0,0,0,0,0.0,143.28571428571428,119.28571428571429,0.0,0,0,0,0,0,0,1,139,0,0,0,0,6,8,3534918.0,690293.1961434938,4023029.0,3046807.0,3.6842533E7,3.6508898277367845E7,7.714074E7,5972397.0,NeedManualLabel
192.168.0.19-64.76.48.107-51534-443-6,192.168.0.19,51534,64.76.48.107,443,6,21/10/2021 01:15:24 PM,27106996,5,6,123.0,46.0,46.0,0.0,24.6,23.276597689524987,46.0,0.0,7.666666666666666,18.779421361337697,6.2345528807397175,0.4057992999298041,2710699.5999999996,8539282.122129798,2.7013864E7,1.0,2.706166E7,6765415.000000001,1.3498984373507438E7,2.7013864E7,26.0,2.7060475E7,5412095.0,1.2100734542133652E7,2.7058547E7,1.0,1,0,0,0,160,192,0.18445422724082006,0.22134507268898407,0.0,46.0,17.916666666666668,22.508415934463002,506.62878787878793,2,0,0,4,11,0,0,0,1.0,19.545454545454547,24.6,7.666666666666667,0,0,0,0,0,0,5,123,6,46,65535,16548,2,32,47429.0,0.0,47429.0,47429.0,2.7013864E7,0.0,2.7013864E7,2.7013864E7,NeedManualLabel
192.168.0.1-224.0.0.1-0-0-0,192.168.0.1,0,224.0.0.1,0,0,21/10/2021 01:14:16 PM,90200097,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.04434585031543813,3.0066699E7,23308.27498979708,3.0080212E7,3.0039785E7,9.0200097E7,3.0066699E7,23308.27498979708,3.0080212E7,3.0039785E7,0,0,0,0,0,0,0,0,0,0,0,0.04434585031543813,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0066699E7,23308.27498979708,3.0080212E7,3.0039785E7,NeedManualLabel
192.168.0.19-224.0.0.251-0-0-0,192.168.0.19,0,224.0.0.251,0,0,21/10/2021 01:14:16 PM,90148220,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.03327852729649016,4.507411E7,2.1294782344941918E7,6.0131795E7,3.0016425E7,9.014822E7,4.507411E7,2.1294782344941918E7,6.0131795E7,3.0016425E7,0,0,0,0,0,0,0,0,0,0,0,0.03327852729649016,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.507411E7,2.1294782344941918E7,6.0131795E7,3.0016425E7,NeedManualLabel
192.168.0.19-192.168.0.255-57621-57621-17,192.168.0.19,57621,192.168.0.255,57621,17,21/10/2021 01:14:20 PM,90003436,4,0,176.0,0.0,44.0,44.0,44.0,0.0,0,0,0,0,1.9554808996403206,0.044442747719098195,3.0001145333333332E7,218.7334755663461,3.0001353E7,3.0000917E7,9.0003436E7,3.0001145333333332E7,218.7334755663461,3.0001353E7,3.0000917E7,0,0,0,0,0,0,0,0,0,32,0,0.044442747719098195,0.0,44.0,44.0,44.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,55.0,44.0,0.0,0,0,0,0,0,0,1,58,0,0,0,0,3,8,0,0,0,0,3.0001145333333332E7,218.7334755663461,3.0001353E7,3.0000917E7,NeedManualLabel
192.168.0.19-35.186.224.47-54402-443-6,192.168.0.19,54402,35.186.224.47,443,6,21/10/2021 01:14:32 PM,93093878,8,8,140.0,124.0,35.0,0.0,17.5,18.708286933869708,31.0,0.0,15.5,16.570196998570314,2.835847057526167,0.17186951863794953,6206258.533333333,1.2772159279272933E7,3.0915939E7,37.0,9.3093878E7,1.329912542857143E7,1.6449457802134642E7,3.0915939E7,108308.0,9.3068777E7,1.329553957142857E7,1.6477927734989423E7,3.094181E7,83219.0,1,0,0,0,256,256,0.08593475931897476,0.08593475931897476,0.0,35.0,17.588235294117652,17.15757421494007,294.3823529411764,0,0,0,8,16,0,0,0,1.0,18.6875,17.5,15.5,0,0,0,0,0,0,2,46,2,41,501,266,3,32,109736.0,1293.4562226840148,110829.0,108308.0,3.0884327333333332E7,27422.959766103537,3.0915939E7,3.0866926E7,NeedManualLabel
192.168.0.19-162.159.135.234-33038-443-6,192.168.0.19,33038,162.159.135.234,443,6,21/10/2021 01:14:37 PM,82574175,6,6,153.0,96.0,51.0,0.0,25.5,27.93385043276347,32.0,0.0,16.0,17.527121840165314,3.0154706359464085,0.14532388606970642,7506743.181818182,1.6643598054072905E7,4.1172534E7,37.0,8.2574175E7,1.6514835E7,2.2507031577241134E7,4.1172534E7,74121.0,8.2555003E7,1.65110006E7,2.2538269605610862E7,4.1206927E7,47746.0,1,0,0,0,120,120,0.07266194303485321,0.07266194303485321,0.0,51.0,23.076923076923077,23.368288835020056,546.076923076923,0,0,0,6,12,0,0,0,1.0,25.0,25.5,16.0,0,0,0,0,0,0,3,76,3,48,501,69,2,20,79974.5,3643.7212434542794,82551.0,77398.0,4.11700525E7,3509.3709550288354,4.1172534E7,4.1167571E7,NeedManualLabel
192.168.0.19-239.255.255.250-0-0-0,192.168.0.19,0,239.255.255.250,0,0,21/10/2021 01:14:46 PM,90120025,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.04438525177950184,3.0040008333333332E7,120475.06021718077,3.0172016E7,2.9935995E7,9.0120025E7,3.0040008333333332E7,120475.06021718077,3.0172016E7,2.9935995E7,0,0,0,0,0,0,0,0,0,0,0,0.04438525177950184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0040008333333332E7,120475.06021718077,3.0172016E7,2.9935995E7,NeedManualLabel
192.168.0.8-224.0.0.251-0-0-0,192.168.0.8,0,224.0.0.251,0,0,21/10/2021 01:14:47 PM,29001917,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.06896095868421388,2.9001917E7,0.0,2.9001917E7,2.9001917E7,2.9001917E7,2.9001917E7,0.0,2.9001917E7,2.9001917E7,0,0,0,0,0,0,0,0,0,0,0,0.06896095868421388,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.9001917E7,0.0,2.9001917E7,2.9001917E7,NeedManualLabel
192.168.0.19-104.154.127.227-51742-4070-6,192.168.0.19,51742,104.154.127.227,4070,6,21/10/2021 01:14:58 PM,60197999,4,1,22.0,11.0,11.0,0.0,5.5,6.350852961085883,11.0,11.0,11.0,0.0,0.5481909789061261,0.08305923922820092,1.504949975E7,3.0029815947572555E7,6.0094164E7,47.0,6.0197999E7,2.0065999666666664E7,3.466544598241613E7,6.0094164E7,50.0,0,0,0,0,0,1,0,0,0,128,32,0.06644739138256074,0.016611847845640185,0.0,11.0,7.333333333333334,5.680375574437544,32.266666666666666,0,0,0,3,5,0,0,0,0.0,8.8,5.5,11.0,0,0,0,0,0,0,4,22,1,11,40,40,1,32,50.0,0.0,50.0,50.0,6.0094164E7,0.0,6.0094164E7,6.0094164E7,NeedManualLabel
192.168.0.19-181.49.123.160-42080-443-6,192.168.0.19,42080,181.49.123.160,443,6,21/10/2021 01:14:54 PM,90139021,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656384697144647,1.80278042E7,2.465787549170859E7,4.504088E7,15075.0,9.0111971E7,4.50559855E7,43.1335136523794,4.5056016E7,4.5055955E7,9.0120431E7,4.50602155E7,10909.950526927241,4.506793E7,4.5052501E7,0,0,0,0,96,96,0.03328192348572324,0.03328192348572324,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1371,243,0,32,16832.5,2485.4803358707145,18590.0,15075.0,4.5039153E7,2442.346822218335,4.504088E7,4.5037426E7,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,21/10/2021 01:14:11 PM,119921873,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.2501628706216088,4135237.0000000005,1.1557693746425664E7,4.3743454E7,0.0,1.19921873E8,4135237.0000000005,1.1557693746425664E7,4.3743454E7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.2501628706216088,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,17233.5,26989.607759283943,57028.0,10.0,2.9950856E7,1.4696190535142431E7,4.3743454E7,1.2321763E7,NeedManualLabel
192.168.0.19-224.0.0.251-5353-5353-17,192.168.0.19,5353,224.0.0.251,5353,17,21/10/2021 01:13:59 PM,119999934,2,0,90.0,0.0,45.0,45.0,45.0,0.0,0,0,0,0,0.7500004125002269,0.016666675833338376,1.19999934E8,0.0,1.19999934E8,1.19999934E8,1.19999934E8,1.19999934E8,0.0,1.19999934E8,1.19999934E8,0,0,0,0,0,0,0,0,0,16,0,0.016666675833338376,0.0,45.0,45.0,45.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,67.5,45.0,0.0,0,0,0,0,0,0,2,90,0,0,0,0,1,8,0,0,0,0,1.19999934E8,0.0,1.19999934E8,1.19999934E8,NeedManualLabel
192.168.0.19-239.255.255.250-47881-1900-17,192.168.0.19,47881,239.255.255.250,1900,17,21/10/2021 01:14:02 PM,119999628,2,0,250.0,0.0,125.0,125.0,125.0,0.0,0,0,0,0,2.0833397916866874,0.0166667183334935,1.19999628E8,0.0,1.19999628E8,1.19999628E8,1.19999628E8,1.19999628E8,0.0,1.19999628E8,1.19999628E8,0,0,0,0,0,0,0,0,0,16,0,0.0166667183334935,0.0,125.0,125.0,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,187.5,125.0,0.0,0,0,0,0,0,0,2,250,0,0,0,0,1,8,0,0,0,0,1.19999628E8,0.0,1.19999628E8,1.19999628E8,NeedManualLabel
192.168.0.19-181.49.123.160-42080-443-6,192.168.0.19,42080,181.49.123.160,443,6,21/10/2021 01:17:09 PM,57937713,4,3,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,10.333333333333334,17.8978583448784,0.5350573641041027,0.12081940479770059,9656285.5,1.808158843175405E7,4.5045295E7,54.0,5.7937713E7,1.9312571E7,2.3201027822694495E7,4.5056011E7,18689.0,5.7926943E7,2.89634715E7,2.2762606622144233E7,4.5059065E7,1.2867878E7,0,0,0,0,116,96,0.06903965988440033,0.05177974491330025,0.0,31.0,3.875,10.960155108391488,120.12500000000001,1,0,1,1,6,0,0,0,0.0,4.428571428571429,0.0,10.333333333333334,0,0,0,0,0,0,2,0,1,15,1371,243,0,20,12243.0,2159.504109743716,13770.0,10716.0,2.8947269E7,2.2766046696634706E7,4.5045295E7,1.2849243E7,NeedManualLabel
181.49.123.160-192.168.0.19-443-42080-6,181.49.123.160,443,192.168.0.19,42080,6,21/10/2021 01:18:07 PM,14,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.14285714287,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,71428.57142857143,71428.57142857143,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,243,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.0.8-224.0.0.251-5353-5353-17,192.168.0.8,5353,224.0.0.251,5353,17,21/10/2021 01:15:40 PM,13036046,4,0,196.0,0.0,49.0,49.0,49.0,0.0,0,0,0,0,15.035233843145383,0.306841507002967,4345348.666666666,4153108.0011897516,9004518.0,1032193.0,1.3036046E7,4345348.666666666,4153108.0011897516,9004518.0,1032193.0,0,0,0,0,0,0,0,0,0,32,0,0.306841507002967,0.0,49.0,49.0,49.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,61.25,49.0,0.0,0,0,0,0,0,0,1,65,0,0,0,0,3,8,4031528.0,0.0,4031528.0,4031528.0,9004518.0,0.0,9004518.0,9004518.0,NeedManualLabel
192.168.0.1-224.0.0.1-0-0-0,192.168.0.1,0,224.0.0.1,0,0,21/10/2021 01:16:16 PM,90230047,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.044331130626586064,3.0076682333333332E7,15497.182367557443,3.0090001E7,3.0059673E7,9.0230047E7,3.0076682333333332E7,15497.182367557443,3.0090001E7,3.0059673E7,0,0,0,0,0,0,0,0,0,0,0,0.044331130626586064,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0076682333333332E7,15497.182367557443,3.0090001E7,3.0059673E7,NeedManualLabel
192.168.0.19-224.0.0.251-0-0-0,192.168.0.19,0,224.0.0.251,0,0,21/10/2021 01:16:16 PM,90211992,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.044340003045271414,3.0070664E7,44043.648316187435,3.0115981E7,3.0028015E7,9.0211992E7,3.0070664E7,44043.648316187435,3.0115981E7,3.0028015E7,0,0,0,0,0,0,0,0,0,0,0,0.044340003045271414,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0070664E7,44043.648316187435,3.0115981E7,3.0028015E7,NeedManualLabel
