Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Flow Packets Count,Flow Bytes Count,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Fwd Packet Length Rel Std,Fwd Packet Length Median,Fwd Packet Length IQR,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Bwd Packet Length Rel Std,Bwd Packet Length Median,Bwd Packet Length IQR,Flow Bytes/s,Flow Packets/s,Flow Avg Bytes/Packets,Fwd Avg Bytes/Packets,Bwd Avg Bytes/Packets,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Flow IAT Rel Std,Flow IAT Median,Flow IAT IQR,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Fwd IAT Rel Std,Fwd IAT Median,Fwd IAT IQR,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd IAT Rel Std,Bwd IAT Median,Bwd IAT IQR,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,Packet Length Rel Std,Packet Length Median,Packet Length IQR,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Rel Std,Active Median,Active IQR,Active Max,Active Min,Idle Mean,Idle Std,Idle Rel Std,Idle Median,Idle IQR,Idle Max,Idle Min,Label
149.154.175.50-192.168.0.2-80-38650-6,149.154.175.50,80,192.168.0.2,38650,6,13/11/2021 12:32:29 PM,37,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54054.05405405405,0.0,0.0,0.0,37.0,0.0,37.0,37.0,0.0,37.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,27027.027027027027,27027.027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,235,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.175.55-192.168.0.2-80-48632-6,149.154.175.55,80,192.168.0.2,48632,6,13/11/2021 12:32:29 PM,31,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64516.12903225806,0.0,0.0,0.0,31.0,0.0,31.0,31.0,0.0,31.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,32258.06451612903,32258.06451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,334,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.167.51-49820-80-6,192.168.0.2,49820,149.154.167.51,80,6,13/11/2021 12:32:28 PM,509800,8,748,5,3,425.0,323.0,425.0,0.0,85.0,190.06577808748213,2.23606797749979,0.0,212.5,323.0,0.0,107.66666666666666,186.4841369482491,1.7320508075688772,0.0,323.0,1467.2420557081207,15.692428403295409,93.5,85.0,107.66666666666667,72828.57142857143,90413.69634234469,174693.0,48.0,1.241459149463344,1360.0,173577.0,336113.0,84028.25,96297.14883067238,174803.0,249.0,1.1460092151231565,80530.5,170500.75,335107.0,167553.5,10665.291580636696,175095.0,160012.0,0.06365305159627639,167553.5,15083.0,0,0,0,0,168,104,9.80776775205963,5.884660651235778,0.0,425.0,83.11111111111111,166.87828232310852,27848.361111111113,2.0078937712673484,0.0,161.5,2,2,0,2,7,0,0,0,0.0,93.5,85.0,107.66666666666667,0,0,0,0,0,0,0,0,0,0,64240,939,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.167.151-43584-80-6,192.168.0.2,43584,149.154.167.151,80,6,13/11/2021 12:32:31 PM,322580,7,673,5,2,426.0,247.0,426.0,0.0,85.2,190.5129916829821,2.23606797749979,0.0,213.0,247.0,0.0,123.5,174.65537495307723,1.414213562373095,123.5,247.0,2086.304172608345,21.700043400086802,96.14285714285714,85.2,123.5,53763.33333333333,81981.4592762697,164013.0,33.0,1.524858192255001,1716.5,157227.75,322580.0,80645.0,91185.77087462714,164046.0,213.0,1.130705820257017,79160.5,160814.0,158505.0,158505.0,0.0,158505.0,158505.0,0.0,158505.0,0.0,0,0,0,0,156,72,15.500031000062002,6.200012400024801,0.0,426.0,84.125,162.94998137027028,26552.696428571428,1.9369982926629454,0.0,185.25,1,2,1,2,5,0,0,0,0.0,96.14285714285714,85.2,123.5,0,0,0,0,0,0,0,0,0,0,64240,939,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.167.151-192.168.0.2-80-43584-6,149.154.167.151,80,192.168.0.2,43584,6,13/11/2021 12:32:31 PM,29,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68965.5172413793,0.0,0.0,0.0,29.0,0.0,29.0,29.0,0.0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,34482.75862068965,34482.75862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,939,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.167.151-192.168.0.2-80-43584-6,149.154.167.151,80,192.168.0.2,43584,6,13/11/2021 12:32:31 PM,20,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.99999999999,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,49999.99999999999,49999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,939,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.175.50-38670-80-6,192.168.0.2,38670,149.154.175.50,80,6,13/11/2021 12:32:39 PM,198620,7,776,5,2,437.0,339.0,437.0,0.0,87.4,195.43234123348165,2.23606797749979,0.0,218.5,339.0,0.0,169.5,239.7091988222396,1.4142135623730951,169.5,339.0,3906.958010270869,35.24317792770114,110.85714285714286,87.4,169.5,33103.33333333333,49621.94362846609,112658.0,77.0,1.499001418642617,3710.0,86863.5,198620.0,49655.0,54908.72383025002,112745.0,232.0,1.1058045278471458,42821.5,102163.0,85885.0,85885.0,0.0,85885.0,85885.0,0.0,85885.0,0.0,0,0,0,0,156,72,25.173698519786527,10.069479407914612,0.0,437.0,97.0,181.50875618390583,32945.42857142857,1.8712242905557301,0.0,254.25,1,2,1,2,5,0,0,0,0.0,110.85714285714286,87.4,169.5,0,0,0,0,0,0,0,0,0,0,64240,235,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.175.50-50808-443-6,192.168.0.2,50808,149.154.175.50,443,6,13/11/2021 12:32:39 PM,210763,7,478,5,2,309.0,169.0,309.0,0.0,61.8,138.18900100948701,2.23606797749979,0.0,154.5,169.0,0.0,84.5,119.50104602052653,1.414213562373095,84.5,169.0,2267.9502569236533,33.212660666245974,68.28571428571429,61.8,84.5,35127.16666666667,49214.24601643986,115050.0,31.0,1.4010309024764267,9293.5,86504.0,210763.0,52690.75,52969.68403640583,115081.0,122.0,1.0052937951425218,47780.0,100852.75,95665.0,95665.0,0.0,95665.0,95665.0,0.0,95665.0,0.0,0,0,0,0,156,72,23.72332904731855,9.489331618927421,0.0,309.0,59.75,116.79132795595008,13640.214285714286,1.9546665766686206,0.0,126.75,1,2,1,2,5,0,0,0,0.0,68.28571428571429,61.8,84.5,0,0,0,0,0,0,0,0,0,0,64240,235,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.175.55-48652-80-6,192.168.0.2,48652,149.154.175.55,80,6,13/11/2021 12:32:39 PM,214853,7,715,5,2,485.0,230.0,485.0,0.0,97.0,216.8985938174796,2.23606797749979,0.0,242.5,230.0,0.0,115.0,162.63455967290594,1.4142135623730951,115.0,230.0,3327.856720641555,32.5804154468404,102.14285714285714,97.0,115.0,35808.83333333333,48021.5331634327,114903.0,46.0,1.3410527150218812,12963.0,84034.25,214853.0,53713.25,50697.618394917394,115012.0,2273.0,0.9438568396981637,48784.0,97096.75,99904.0,99904.0,0.0,99904.0,99904.0,0.0,99904.0,0.0,0,0,0,0,156,72,23.271725319171715,9.308690127668685,0.0,485.0,89.375,178.97401048356554,32031.696428571428,2.002506411004929,0.0,172.5,1,2,1,2,5,0,0,0,0.0,102.14285714285714,97.0,115.0,0,0,0,0,0,0,0,0,0,0,64240,341,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.175.50-192.168.0.2-80-38670-6,149.154.175.50,80,192.168.0.2,38670,6,13/11/2021 12:32:39 PM,27,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74074.07407407407,0.0,0.0,0.0,27.0,0.0,27.0,27.0,0.0,27.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,37037.03703703704,37037.03703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,235,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.175.50-192.168.0.2-80-38670-6,149.154.175.50,80,192.168.0.2,38670,6,13/11/2021 12:32:39 PM,10,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199999.99999999997,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,99999.99999999999,99999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,235,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.175.50-192.168.0.2-443-50808-6,149.154.175.50,443,192.168.0.2,50808,6,13/11/2021 12:32:39 PM,34,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58823.529411764706,0.0,0.0,0.0,34.0,0.0,34.0,34.0,0.0,34.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,29411.764705882353,29411.764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,235,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.175.55-192.168.0.2-80-48652-6,149.154.175.55,80,192.168.0.2,48652,6,13/11/2021 12:32:39 PM,27,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74074.07407407407,0.0,0.0,0.0,27.0,0.0,27.0,27.0,0.0,27.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,37037.03703703704,37037.03703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,341,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-34.117.237.239-49928-443-6,192.168.0.2,49928,34.117.237.239,443,6,13/11/2021 12:31:49 PM,52293780,7,141,4,3,102.0,39.0,39.0,0.0,25.5,18.411952639521967,0.7220373584126262,31.5,33.0,39.0,0.0,13.0,22.516660498395403,1.7320508075688772,0.0,39.0,2.6963053732202953,0.13385913200384444,20.142857142857142,25.5,13.0,8715630.0,2.132321499090901E7,5.2241453E7,63.0,2.4465489001838088,12775.0,1.3080032E7,5.226823E7,1.7422743333333336E7,3.015388996762425E7,5.2241453E7,234.0,1.7307199785198912,26543.0,5.2241219E7,5.22673E7,2.613365E7,3.6957416751326114E7,5.226649E7,810.0,1.414169729499175,2.613365E7,5.226568E7,1,0,0,0,128,96,0.0764909325736254,0.05736819943021904,0.0,39.0,22.5,19.309509130403672,372.85714285714283,0.8582004057957188,31.5,39.0,2,0,0,4,7,0,0,0,0.0,25.714285714285715,25.5,13.0,0,0,0,0,0,0,4,102,3,39,501,272,2,32,26543.0,0.0,0.0,26543.0,0.0,26543.0,26543.0,5.2241453E7,0.0,0.0,5.2241453E7,0.0,5.2241453E7,5.2241453E7,ManualLabel
192.168.0.2-149.154.175.55-43768-443-6,192.168.0.2,43768,149.154.175.55,443,6,13/11/2021 12:32:41 PM,174033,7,386,5,2,233.0,153.0,233.0,0.0,46.6,104.20076775149019,2.2360679774997894,0.0,116.5,153.0,0.0,76.5,108.18733752154178,1.4142135623730951,76.5,153.0,2217.9701550855298,40.22225669844225,55.142857142857146,46.6,76.5,29005.5,43843.220683476255,87756.0,18.0,1.5115485229862011,1407.0,84405.75,174033.0,43508.25,48616.15413539687,87756.0,100.0,1.1174008178999815,43088.5,85891.75,90588.0,90588.0,0.0,90588.0,90588.0,0.0,90588.0,0.0,0,0,0,0,156,72,28.730183356030178,11.492073342412072,0.0,233.0,48.25,91.86441872984028,8439.07142857143,1.9039257767842546,0.0,114.75,1,2,1,2,5,0,0,0,0.0,55.142857142857146,46.6,76.5,0,0,0,0,0,0,0,0,0,0,64240,341,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.175.55-48664-80-6,192.168.0.2,48664,149.154.175.55,80,6,13/11/2021 12:32:41 PM,187934,7,772,5,2,509.0,263.0,509.0,0.0,101.8,227.63172010947858,2.23606797749979,0.0,254.5,263.0,0.0,131.5,185.969083452062,1.414213562373095,131.5,263.0,4107.825087530729,37.24711866932008,110.28571428571429,101.8,131.5,31322.333333333336,42409.19114846057,93246.0,50.0,1.3539601503227912,8967.0,80732.5,187934.0,46983.5,44955.321409150216,93309.0,314.0,0.9568321093394535,47155.5,84489.0,94638.0,94638.0,0.0,94638.0,94638.0,0.0,94638.0,0.0,0,0,0,0,156,72,26.605084763800058,10.642033905520023,0.0,509.0,96.5,190.39507796759273,36250.28571428572,1.973005989301479,0.0,197.25,1,2,1,2,5,0,0,0,0.0,110.28571428571429,101.8,131.5,0,0,0,0,0,0,0,0,0,0,64240,332,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.175.50-38682-80-6,192.168.0.2,38682,149.154.175.50,80,6,13/11/2021 12:32:41 PM,251299,8,780,5,3,485.0,295.0,485.0,0.0,97.0,216.8985938174796,2.23606797749979,0.0,242.5,295.0,0.0,98.33333333333334,170.31832941093958,1.732050807568877,0.0,295.0,3103.8722796350166,31.834587483436067,97.5,97.0,98.33333333333333,35899.857142857145,44553.90002543201,88923.0,12.0,1.2410606495768948,709.0,80789.0,170482.0,42620.5,48789.10103359834,88935.0,233.0,1.1447331925622257,40657.0,86500.5,170722.0,85361.0,5406.538448952342,89184.0,81538.0,0.06333733729633372,85361.0,7646.0,0,0,0,0,168,104,19.89661717714754,11.937970306288525,0.0,485.0,86.66666666666666,178.41314413461808,31831.250000000007,2.058613201553286,0.0,147.5,2,2,0,2,7,0,0,0,0.0,97.5,97.0,98.33333333333333,0,0,0,0,0,0,0,0,0,0,64240,235,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.175.55-192.168.0.2-443-43768-6,149.154.175.55,443,192.168.0.2,43768,6,13/11/2021 12:32:41 PM,28,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71428.57142857143,0.0,0.0,0.0,28.0,0.0,28.0,28.0,0.0,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,35714.28571428572,35714.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,341,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.175.55-192.168.0.2-80-48664-6,149.154.175.55,80,192.168.0.2,48664,6,13/11/2021 12:32:41 PM,16,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,16.0,0.0,16.0,16.0,0.0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,62500.0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,332,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.167.91-46052-80-6,192.168.0.2,46052,149.154.167.91,80,6,13/11/2021 12:32:43 PM,335580,7,900,5,2,569.0,331.0,569.0,0.0,113.8,254.46453583947607,2.23606797749979,0.0,284.5,331.0,0.0,165.5,234.05234457274722,1.414213562373095,165.5,331.0,2681.9238333631324,20.859407592824365,128.57142857142858,113.8,165.5,55930.0,81307.74855079927,174564.0,59.0,1.4537412578365683,7767.0,152536.0,335580.0,83895.0,88898.28966108778,174669.0,245.0,1.0596375190546252,80333.0,163310.5,160957.0,160957.0,0.0,160957.0,160957.0,0.0,160957.0,0.0,0,0,0,0,156,72,14.899576852017404,5.959830740806961,0.0,569.0,112.5,217.80463067358588,47438.857142857145,1.9360411615429856,0.0,248.25,1,2,1,2,5,0,0,0,0.0,128.57142857142858,113.8,165.5,0,0,0,0,0,0,0,0,0,0,64240,941,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
149.154.167.91-192.168.0.2-80-46052-6,149.154.167.91,80,192.168.0.2,46052,6,13/11/2021 12:32:44 PM,55,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36363.63636363636,0.0,0.0,0.0,55.0,0.0,55.0,55.0,0.0,55.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,18181.81818181818,18181.81818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,941,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.175.50-50784-443-6,192.168.0.2,50784,149.154.175.50,443,6,13/11/2021 12:32:28 PM,17544254,1710,1981713,670,1040,4766.0,1976947.0,763.0,0.0,7.113432835820897,54.65846368015824,7.683837739342428,0.0,0.0,8596.0,0.0,1900.910576923078,1047.2576005405488,0.550924179840011,1228.0,1228.0,112955.10199521737,97.46780911858664,1158.89649122807,7.113432835820896,1900.9105769230769,10265.80105324752,239656.62683045786,9241939.0,0.0,23.345146237238254,30.0,167.0,1.7453224E7,26088.52615844545,382672.16354164673,9241939.0,6.0,14.668217024508571,250.0,316.5,1.7458102E7,16802.793070259864,312038.81562668097,9351504.0,0.0,18.57065157690805,109.0,261.0,0,0,0,0,21484,33288,38.189141584475465,59.27866753411117,0.0,8596.0,1158.2191700759795,1234.090739650369,1522979.953690795,1.065507091865361,1228.0,1228.0,2,2,0,39,1709,0,0,0,1.0,1158.89649122807,7.113432835820896,1900.9105769230769,0,0,0,495428,262,905773,167,1191,260,494236,64240,359,13,32,414301.0,0.0,0.0,414301.0,0.0,414301.0,414301.0,9241939.0,0.0,0.0,9241939.0,0.0,9241939.0,9241939.0,ManualLabel
192.168.0.2-149.154.175.50-50820-443-6,192.168.0.2,50820,149.154.175.50,443,6,13/11/2021 12:32:41 PM,5045220,99,109418,50,49,947.0,108471.0,361.0,0.0,18.939999999999987,76.24916459897013,4.025827064359566,0.0,0.0,8596.0,0.0,2213.6938775510203,1830.0315935806686,0.8266868387444826,1228.0,1228.0,21687.45862420271,19.622533804274145,1105.2323232323233,18.94,2213.6938775510203,51481.83673469385,438970.53540736507,4347436.0,0.0,8.526706956271838,24.0,178.5,4944631.0,100910.83673469383,619847.9932952765,4347436.0,8.0,6.14253149961414,186.0,8379.0,4964539.0,103427.89583333328,640921.9521515509,4448041.0,0.0,6.196799683369283,169.0,387.0,0,0,0,0,1608,1576,9.910370608219266,9.712163196054881,0.0,8596.0,1094.1799999999998,1686.1113313830074,2842971.4218181777,1.5409816770394338,52.5,1228.0,2,2,0,9,98,0,0,0,0.0,1105.2323232323233,18.94,2213.6938775510203,0,0,0,109418,50,211934,50,947,49,108471,64240,252,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.175.55-43716-443-6,192.168.0.2,43716,149.154.175.55,443,6,13/11/2021 12:32:27 PM,19182839,469,212761,217,252,24369.0,188392.0,1228.0,0.0,112.2995391705069,275.21995858156515,2.450766589199378,0.0,0.0,2456.0,0.0,747.5873015873016,744.8066170023853,0.9962804550331283,506.5,1107.0,11091.215434795651,24.4489358431252,453.64818763326224,112.29953917050692,747.5873015873016,40988.97222222228,353047.1263617667,7194301.0,0.0,8.613222221033425,118.0,4889.25,1.9080576E7,88336.0,525989.1669701954,7325359.0,3.0,5.954414587146751,3338.5,54641.75,1.9090175E7,76056.47410358563,490196.69150168926,7276838.0,0.0,6.445167190291553,2217.0,12199.0,0,0,0,0,6952,8072,11.312194196072854,13.136741647052347,0.0,2456.0,452.6829787234041,657.6804133839539,432543.52614888846,1.452849884567465,121.0,850.75,2,2,0,225,468,0,0,0,1.0,453.64818763326224,112.29953917050692,747.5873015873016,0,0,0,53190,66,28490,54,6092,63,47098,64240,1081,49,32,4081224.0,0.0,0.0,4081224.0,0.0,4081224.0,4081224.0,7194301.0,0.0,0.0,7194301.0,0.0,7194301.0,7194301.0,ManualLabel
192.168.0.2-149.154.175.55-43756-443-6,192.168.0.2,43756,149.154.175.55,443,6,13/11/2021 12:32:39 PM,7411416,831,698475,405,426,1443.0,697032.0,588.0,0.0,3.5629629629629687,39.03151951886599,10.954792380554887,0.0,0.0,7368.0,0.0,1636.2253521126759,760.0742353313802,0.4645290664577351,1228.0,1228.0,94243.12439080467,112.12432280147276,840.5234657039712,3.562962962962963,1636.225352112676,8929.416867469927,167904.97854390988,4573254.0,0.0,18.80357710206045,11.0,40.0,7309572.0,18093.0,240424.17875290214,4573254.0,4.0,13.288242897966182,48.0,256.75,7297103.0,17169.654117647104,240465.8178657121,4675106.0,0.0,14.00528025888183,44.0,239.5,0,0,0,0,12968,13640,54.64542808014015,57.4788947213326,0.0,7368.0,839.5132211538463,981.336676430929,963021.6725085018,1.1689353445585493,1228.0,1228.0,2,2,0,236,830,0,0,0,1.0,840.5234657039712,3.562962962962963,1636.225352112676,0,0,0,349237,214,655366,202,721,213,348516,64240,367,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.167.91-48560-443-6,192.168.0.2,48560,149.154.167.91,443,6,13/11/2021 12:32:43 PM,2825026,26,3379,14,12,1870.0,1509.0,485.0,0.0,133.57142857142858,184.68839215771575,1.3826938450310269,0.0,314.0,768.0,0.0,125.75,218.2326219260706,1.7354482856943985,44.5,188.0,1196.0951863805856,9.203455118643156,129.96153846153845,133.57142857142858,125.75,113001.04,193417.58914144806,851405.0,0.0,1.7116443277110376,10591.0,165291.5,2644905.0,203454.23076923078,309134.915004262,1017588.0,201.0,1.5194322272654048,155519.0,181502.5,2669562.0,242687.45454545453,296499.67021342996,1031526.0,0.0,1.2217346412436683,166169.0,228471.0,0,0,0,0,456,392,4.955706602346315,4.247748516296841,0.0,768.0,125.14814814814815,194.53765775525386,37844.90028490028,1.5544589403349671,0.0,213.0,2,2,0,12,25,0,0,0,0.0,129.96153846153845,133.57142857142858,125.75,0,0,0,3379,12,2296,0,0,0,0,64240,2216,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.2-149.154.167.51-44806-443-6,192.168.0.2,44806,149.154.167.51,443,6,13/11/2021 12:32:28 PM,17634965,521,671829,215,306,3539.0,668290.0,1052.0,0.0,16.4604651162791,97.03880652473642,5.895265160445971,0.0,0.0,13508.0,0.0,2183.954248366013,1566.5456174878593,0.7172978182395142,1228.0,1228.0,38096.41811027127,29.543580041128518,1289.4990403071017,16.46046511627907,2183.954248366013,33913.394230769045,474265.4214364862,9503037.0,0.0,13.984604967856423,21.0,210.5,1.7453817E7,81559.89252336432,744533.8633242027,9503037.0,7.0,9.128676366400525,256.0,374.0,1.7458986E7,57242.57704918021,635492.8004195435,9743046.0,0.0,11.101750360986667,107.0,298.0,0,0,0,0,6888,9800,12.19168850065764,17.351891540470877,0.0,13508.0,1287.028735632184,1606.975452438176,2582370.1047388804,1.2485932970632823,1228.0,2456.0,2,2,0,24,520,0,0,0,1.0,1289.4990403071017,16.46046511627907,2183.954248366013,0,0,0,671724,309,280973,107,1769,153,334145,64240,1105,9,32,1403484.5,1705690.755752783,1.2153256810123538,1403484.5,2412211.0,2609590.0,197379.0,7323424.0,3082438.265324709,0.4209012430967685,7323424.0,4359226.0,9503037.0,5143811.0,ManualLabel
